Sectores de actividad económica agregados	Categoría de residuos (CER-Stat) agregada	Peligrosidad	año	Total
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(09): Animales y vegetales	Total	2017	12.568,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(09): Animales y vegetales	Total	2016	12.378,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(09): Animales y vegetales	Total	2015	18.692,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	No peligrosos	2019	16.590.466,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	No peligrosos	2018	16.316.312,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	No peligrosos	2017	14.123.778,7
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	No peligrosos	2016	13.447.888,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	No peligrosos	2015	14.282.519,3
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Peligrosos	2019	78.924,3
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Peligrosos	2018	70.209,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Peligrosos	2017	62.518,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Peligrosos	2016	63.133,7
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Peligrosos	2015	54.011,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Total	2019	16.669.391,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Total	2018	16.386.522,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Total	2017	14.186.296,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Total	2016	13.511.022,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(10): Residuos mezclados	Total	2015	14.336.530,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	No peligrosos	2019	1.028.950,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	No peligrosos	2018	1.302.251,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	No peligrosos	2017	1.278.447,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	No peligrosos	2016	1.138.566,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	No peligrosos	2015	1.194.847,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Peligrosos	2019	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Peligrosos	2018	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Peligrosos	2017	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Peligrosos	2016	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Peligrosos	2015	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Total	2019	1.028.950,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Total	2018	1.302.251,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Total	2017	1.278.447,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Total	2016	1.138.566,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(11): Lodos comunes	Total	2015	1.194.847,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	No peligrosos	2019	978.642,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	No peligrosos	2018	1.429.470,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	No peligrosos	2017	1.347.129,0
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	No peligrosos	2016	1.234.213,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	No peligrosos	2015	1.038.877,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Peligrosos	2019	167.158,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Peligrosos	2018	226.058,7
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Peligrosos	2017	228.310,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Peligrosos	2016	207.473,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Peligrosos	2015	217.831,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Total	2019	1.145.801,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Total	2018	1.655.529,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Total	2017	1.575.439,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Total	2016	1.441.686,7
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	(12-13): Minerales	Total	2015	1.256.708,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	No peligrosos	2019	6.103,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	No peligrosos	2018	5.693,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	No peligrosos	2017	6.711,3
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	No peligrosos	2016	6.556,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	No peligrosos	2015	7.951,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Peligrosos	2019	1.653,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Peligrosos	2018	1.551,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Peligrosos	2017	2.086,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Peligrosos	2016	1.958,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Peligrosos	2015	1.067,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Total	2019	7.756,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Total	2018	7.244,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Total	2017	8.797,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Total	2016	8.515,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Resto: Otros	Total	2015	9.019,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	No peligrosos	2019	23.241.160,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	No peligrosos	2018	23.592.935,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	No peligrosos	2017	20.731.205,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	No peligrosos	2016	19.585.452,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	No peligrosos	2015	20.988.430,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Peligrosos	2019	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Peligrosos	2018	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Peligrosos	2017	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Peligrosos	2016	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Peligrosos	2015	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Total	2019	23.241.160,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Total	2018	23.592.935,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Total	2017	20.731.205,6
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Total	2016	19.585.452,1
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, no peligrosos	Total	2015	20.988.430,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	No peligrosos	2019	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	No peligrosos	2018	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	No peligrosos	2017	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	No peligrosos	2016	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	No peligrosos	2015	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Peligrosos	2019	689.764,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Peligrosos	2018	640.477,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Peligrosos	2017	594.209,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Peligrosos	2016	562.716,3
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Peligrosos	2015	623.628,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Total	2019	689.764,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Total	2018	640.477,8
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Total	2017	594.209,9
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Total	2016	562.716,3
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	Total, peligrosos	Total	2015	623.628,2
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	No peligrosos	2019	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	No peligrosos	2018	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	No peligrosos	2017	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	No peligrosos	2016	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	No peligrosos	2015	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Peligrosos	2019	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Peligrosos	2018	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Peligrosos	2017	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Peligrosos	2016	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Peligrosos	2015	..
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Total	2019	23.930.925,3
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Total	2018	24.233.413,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Total	2017	21.325.415,5
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Total	2016	20.148.168,4
E: Suministro de agua, saneamiento, gestión de residuos y descontaminación.	TOTAL	Total	2015	21.612.058,7
F: Construcción	(01-03): Químicos	No peligrosos	2019	666,7
F: Construcción	(01-03): Químicos	No peligrosos	2018	2.011,8
F: Construcción	(01-03): Químicos	No peligrosos	2017	1.876,9
F: Construcción	(01-03): Químicos	No peligrosos	2016	357,9
F: Construcción	(01-03): Químicos	No peligrosos	2015	367,7
F: Construcción	(01-03): Químicos	Peligrosos	2019	9.523,2
F: Construcción	(01-03): Químicos	Peligrosos	2018	6.739,9
F: Construcción	(01-03): Químicos	Peligrosos	2017	6.283,7
F: Construcción	(01-03): Químicos	Peligrosos	2016	8.743,1
F: Construcción	(01-03): Químicos	Peligrosos	2015	9.096,2
F: Construcción	(01-03): Químicos	Total	2019	10.189,9
F: Construcción	(01-03): Químicos	Total	2018	8.751,7
F: Construcción	(01-03): Químicos	Total	2017	8.160,6
F: Construcción	(01-03): Químicos	Total	2016	9.101,0
F: Construcción	(01-03): Químicos	Total	2015	9.463,9
F: Construcción	(06): Metálicos	No peligrosos	2019	94.039,0
F: Construcción	(06): Metálicos	No peligrosos	2018	74.667,2
F: Construcción	(06): Metálicos	No peligrosos	2017	68.629,2
F: Construcción	(06): Metálicos	No peligrosos	2016	132.661,8
F: Construcción	(06): Metálicos	No peligrosos	2015	132.301,6
F: Construcción	(06): Metálicos	Peligrosos	2019	..
F: Construcción	(06): Metálicos	Peligrosos	2018	..
F: Construcción	(06): Metálicos	Peligrosos	2017	..
F: Construcción	(06): Metálicos	Peligrosos	2016	..
F: Construcción	(06): Metálicos	Peligrosos	2015	..
F: Construcción	(06): Metálicos	Total	2019	94.039,0
F: Construcción	(06): Metálicos	Total	2018	74.667,2
F: Construcción	(06): Metálicos	Total	2017	68.629,2
F: Construcción	(06): Metálicos	Total	2016	132.661,8
F: Construcción	(06): Metálicos	Total	2015	132.301,6
F: Construcción	(07.1): Vidrio	No peligrosos	2019	6.117,4
F: Construcción	(07.1): Vidrio	No peligrosos	2018	8.834,8
F: Construcción	(07.1): Vidrio	No peligrosos	2017	7.963,6
F: Construcción	(07.1): Vidrio	No peligrosos	2016	9.098,4
F: Construcción	(07.1): Vidrio	No peligrosos	2015	8.967,3
F: Construcción	(07.1): Vidrio	Peligrosos	2019	..
F: Construcción	(07.1): Vidrio	Peligrosos	2018	..
F: Construcción	(07.1): Vidrio	Peligrosos	2017	..
F: Construcción	(07.1): Vidrio	Peligrosos	2016	1,5
F: Construcción	(07.1): Vidrio	Peligrosos	2015	1,5
F: Construcción	(07.1): Vidrio	Total	2019	6.117,4
F: Construcción	(07.1): Vidrio	Total	2018	8.834,8
F: Construcción	(07.1): Vidrio	Total	2017	7.963,6
F: Construcción	(07.1): Vidrio	Total	2016	9.099,9
F: Construcción	(07.1): Vidrio	Total	2015	8.968,8
F: Construcción	(07.2): Papel y Cartón	No peligrosos	2019	49.821,4
F: Construcción	(07.2): Papel y Cartón	No peligrosos	2018	63.637,0
F: Construcción	(07.2): Papel y Cartón	No peligrosos	2017	57.455,1
F: Construcción	(07.2): Papel y Cartón	No peligrosos	2016	35.327,7
F: Construcción	(07.2): Papel y Cartón	No peligrosos	2015	35.069,5
F: Construcción	(07.2): Papel y Cartón	Peligrosos	2019	..
F: Construcción	(07.2): Papel y Cartón	Peligrosos	2018	..
F: Construcción	(07.2): Papel y Cartón	Peligrosos	2017	..
F: Construcción	(07.2): Papel y Cartón	Peligrosos	2016	..
F: Construcción	(07.2): Papel y Cartón	Peligrosos	2015	..
F: Construcción	(07.2): Papel y Cartón	Total	2019	49.821,4
F: Construcción	(07.2): Papel y Cartón	Total	2018	63.637,0
F: Construcción	(07.2): Papel y Cartón	Total	2017	57.455,1
F: Construcción	(07.2): Papel y Cartón	Total	2016	35.327,7
F: Construcción	(07.2): Papel y Cartón	Total	2015	35.069,5
F: Construcción	(07.4): Plásticos	No peligrosos	2019	24.746,8
F: Construcción	(07.4): Plásticos	No peligrosos	2018	22.680,0
F: Construcción	(07.4): Plásticos	No peligrosos	2017	20.766,2
F: Construcción	(07.4): Plásticos	No peligrosos	2016	39.685,0
F: Construcción	(07.4): Plásticos	No peligrosos	2015	39.297,6
F: Construcción	(07.4): Plásticos	Peligrosos	2019	..
F: Construcción	(07.4): Plásticos	Peligrosos	2018	..
F: Construcción	(07.4): Plásticos	Peligrosos	2017	..
F: Construcción	(07.4): Plásticos	Peligrosos	2016	..
F: Construcción	(07.4): Plásticos	Peligrosos	2015	..
F: Construcción	(07.4): Plásticos	Total	2019	24.746,8
F: Construcción	(07.4): Plásticos	Total	2018	22.680,0
F: Construcción	(07.4): Plásticos	Total	2017	20.766,2
F: Construcción	(07.4): Plásticos	Total	2016	39.685,0
F: Construcción	(07.4): Plásticos	Total	2015	39.297,6
F: Construcción	(07.5): Madera	No peligrosos	2019	71.903,6
F: Construcción	(07.5): Madera	No peligrosos	2018	144.109,6
F: Construcción	(07.5): Madera	No peligrosos	2017	130.551,9
F: Construcción	(07.5): Madera	No peligrosos	2016	141.556,7
F: Construcción	(07.5): Madera	No peligrosos	2015	140.327,3
F: Construcción	(07.5): Madera	Peligrosos	2019	3,9
F: Construcción	(07.5): Madera	Peligrosos	2018	..
F: Construcción	(07.5): Madera	Peligrosos	2017	..
F: Construcción	(07.5): Madera	Peligrosos	2016	0,1
F: Construcción	(07.5): Madera	Peligrosos	2015	0,1
F: Construcción	(07.5): Madera	Total	2019	71.907,5
F: Construcción	(07.5): Madera	Total	2018	144.109,6
F: Construcción	(07.5): Madera	Total	2017	130.551,9
F: Construcción	(07.5): Madera	Total	2016	141.556,8
F: Construcción	(07.5): Madera	Total	2015	140.327,4
F: Construcción	(08): Equipos desechados	No peligrosos	2019	7.680,6
F: Construcción	(08): Equipos desechados	No peligrosos	2018	1.673,4
F: Construcción	(08): Equipos desechados	No peligrosos	2017	1.566,9
F: Construcción	(08): Equipos desechados	No peligrosos	2016	1.453,8
F: Construcción	(08): Equipos desechados	No peligrosos	2015	1.457,9
F: Construcción	(08): Equipos desechados	Peligrosos	2019	5.626,9
F: Construcción	(08): Equipos desechados	Peligrosos	2018	3.079,6
F: Construcción	(08): Equipos desechados	Peligrosos	2017	2.888,7
F: Construcción	(08): Equipos desechados	Peligrosos	2016	3.853,9
F: Construcción	(08): Equipos desechados	Peligrosos	2015	3.867,5
F: Construcción	(08): Equipos desechados	Total	2019	13.307,5
F: Construcción	(08): Equipos desechados	Total	2018	4.753,0
F: Construcción	(08): Equipos desechados	Total	2017	4.455,6
F: Construcción	(08): Equipos desechados	Total	2016	5.307,7
F: Construcción	(08): Equipos desechados	Total	2015	5.325,4
F: Construcción	(09): Animales y vegetales	No peligrosos	2019	31.633,4
F: Construcción	(09): Animales y vegetales	No peligrosos	2018	62.351,3
F: Construcción	(09): Animales y vegetales	No peligrosos	2017	58.569,3
F: Construcción	(09): Animales y vegetales	No peligrosos	2016	12.323,7
F: Construcción	(09): Animales y vegetales	No peligrosos	2015	12.586,2
F: Construcción	(09): Animales y vegetales	Peligrosos	2019	..
F: Construcción	(09): Animales y vegetales	Peligrosos	2018	..
F: Construcción	(09): Animales y vegetales	Peligrosos	2017	..
F: Construcción	(09): Animales y vegetales	Peligrosos	2016	..
F: Construcción	(09): Animales y vegetales	Peligrosos	2015	..
F: Construcción	(09): Animales y vegetales	Total	2019	31.633,4
F: Construcción	(09): Animales y vegetales	Total	2018	62.351,3
F: Construcción	(09): Animales y vegetales	Total	2017	58.569,3
F: Construcción	(09): Animales y vegetales	Total	2016	12.323,7
F: Construcción	(09): Animales y vegetales	Total	2015	12.586,2
F: Construcción	(10): Residuos mezclados	No peligrosos	2019	48.735,7
F: Construcción	(10): Residuos mezclados	No peligrosos	2018	35.486,5
F: Construcción	(10): Residuos mezclados	No peligrosos	2017	33.333,2
F: Construcción	(10): Residuos mezclados	No peligrosos	2016	27.333,3
F: Construcción	(10): Residuos mezclados	No peligrosos	2015	28.145,0
F: Construcción	(10): Residuos mezclados	Peligrosos	2019	41,6
F: Construcción	(10): Residuos mezclados	Peligrosos	2018	21,4
F: Construcción	(10): Residuos mezclados	Peligrosos	2017	19,7
F: Construcción	(10): Residuos mezclados	Peligrosos	2016	81,0
F: Construcción	(10): Residuos mezclados	Peligrosos	2015	81,7
F: Construcción	(10): Residuos mezclados	Total	2019	48.777,3
F: Construcción	(10): Residuos mezclados	Total	2018	35.507,9
F: Construcción	(10): Residuos mezclados	Total	2017	33.352,9
F: Construcción	(10): Residuos mezclados	Total	2016	27.414,3
F: Construcción	(10): Residuos mezclados	Total	2015	28.226,7
F: Construcción	(11): Lodos comunes	No peligrosos	2019	3.122,2
F: Construcción	(11): Lodos comunes	No peligrosos	2018	4.184,4
F: Construcción	(11): Lodos comunes	No peligrosos	2017	3.919,3
F: Construcción	(11): Lodos comunes	No peligrosos	2016	2.056,5
F: Construcción	(11): Lodos comunes	No peligrosos	2015	2.145,0
F: Construcción	(11): Lodos comunes	Peligrosos	2019	..
F: Construcción	(11): Lodos comunes	Peligrosos	2018	..
F: Construcción	(11): Lodos comunes	Peligrosos	2017	..
F: Construcción	(11): Lodos comunes	Peligrosos	2016	..
F: Construcción	(11): Lodos comunes	Peligrosos	2015	..
F: Construcción	(11): Lodos comunes	Total	2019	3.122,2
F: Construcción	(11): Lodos comunes	Total	2018	4.184,4
F: Construcción	(11): Lodos comunes	Total	2017	3.919,3
F: Construcción	(11): Lodos comunes	Total	2016	2.056,5
F: Construcción	(11): Lodos comunes	Total	2015	2.145,0
F: Construcción	(12-13): Minerales	No peligrosos	2019	34.612.541,2
F: Construcción	(12-13): Minerales	No peligrosos	2018	37.598.398,2
F: Construcción	(12-13): Minerales	No peligrosos	2017	34.909.683,1
F: Construcción	(12-13): Minerales	No peligrosos	2016	35.346.540,3
F: Construcción	(12-13): Minerales	No peligrosos	2015	35.566.729,7
F: Construcción	(12-13): Minerales	Peligrosos	2019	75.465,1
F: Construcción	(12-13): Minerales	Peligrosos	2018	46.463,4
F: Construcción	(12-13): Minerales	Peligrosos	2017	42.065,6
F: Construcción	(12-13): Minerales	Peligrosos	2016	66.393,9
F: Construcción	(12-13): Minerales	Peligrosos	2015	65.568,2
F: Construcción	(12-13): Minerales	Total	2019	34.688.006,3
F: Construcción	(12-13): Minerales	Total	2018	37.644.861,6
F: Construcción	(12-13): Minerales	Total	2017	34.951.748,7
F: Construcción	(12-13): Minerales	Total	2016	35.412.934,2
F: Construcción	(12-13): Minerales	Total	2015	35.632.297,9
F: Construcción	Resto: Otros	No peligrosos	2019	2.131,3
F: Construcción	Resto: Otros	No peligrosos	2018	1.627,5
F: Construcción	Resto: Otros	No peligrosos	2017	1.523,8
F: Construcción	Resto: Otros	No peligrosos	2016	450,2
F: Construcción	Resto: Otros	No peligrosos	2015	473,5
F: Construcción	Resto: Otros	Peligrosos	2019	4,9
F: Construcción	Resto: Otros	Peligrosos	2018	20,8
F: Construcción	Resto: Otros	Peligrosos	2017	18,8
F: Construcción	Resto: Otros	Peligrosos	2016	3,7
F: Construcción	Resto: Otros	Peligrosos	2015	3,9
F: Construcción	Resto: Otros	Total	2019	2.136,2
F: Construcción	Resto: Otros	Total	2018	1.648,3
F: Construcción	Resto: Otros	Total	2017	1.542,6
F: Construcción	Resto: Otros	Total	2016	453,9
F: Construcción	Resto: Otros	Total	2015	477,4
F: Construcción	Total, no peligrosos	No peligrosos	2019	34.953.139,3
F: Construcción	Total, no peligrosos	No peligrosos	2018	38.019.661,7
F: Construcción	Total, no peligrosos	No peligrosos	2017	35.295.838,5
F: Construcción	Total, no peligrosos	No peligrosos	2016	35.748.845,3
F: Construcción	Total, no peligrosos	No peligrosos	2015	35.967.868,3
F: Construcción	Total, no peligrosos	Peligrosos	2019	..
F: Construcción	Total, no peligrosos	Peligrosos	2018	..
F: Construcción	Total, no peligrosos	Peligrosos	2017	..
F: Construcción	Total, no peligrosos	Peligrosos	2016	..
F: Construcción	Total, no peligrosos	Peligrosos	2015	..
F: Construcción	Total, no peligrosos	Total	2019	34.953.139,3
F: Construcción	Total, no peligrosos	Total	2018	38.019.661,7
F: Construcción	Total, no peligrosos	Total	2017	35.295.838,5
F: Construcción	Total, no peligrosos	Total	2016	35.748.845,3
F: Construcción	Total, no peligrosos	Total	2015	35.967.868,3
F: Construcción	Total, peligrosos	No peligrosos	2019	..
F: Construcción	Total, peligrosos	No peligrosos	2018	..
F: Construcción	Total, peligrosos	No peligrosos	2017	..
F: Construcción	Total, peligrosos	No peligrosos	2016	..
F: Construcción	Total, peligrosos	No peligrosos	2015	..
F: Construcción	Total, peligrosos	Peligrosos	2019	90.665,6
F: Construcción	Total, peligrosos	Peligrosos	2018	56.325,1
F: Construcción	Total, peligrosos	Peligrosos	2017	51.276,5
F: Construcción	Total, peligrosos	Peligrosos	2016	79.077,2
F: Construcción	Total, peligrosos	Peligrosos	2015	78.619,1
F: Construcción	Total, peligrosos	Total	2019	90.665,6
F: Construcción	Total, peligrosos	Total	2018	56.325,1
F: Construcción	Total, peligrosos	Total	2017	51.276,5
F: Construcción	Total, peligrosos	Total	2016	79.077,2
F: Construcción	Total, peligrosos	Total	2015	78.619,1
F: Construcción	TOTAL	No peligrosos	2019	..
F: Construcción	TOTAL	No peligrosos	2018	..
F: Construcción	TOTAL	No peligrosos	2017	..
F: Construcción	TOTAL	No peligrosos	2016	..
F: Construcción	TOTAL	No peligrosos	2015	..
F: Construcción	TOTAL	Peligrosos	2019	..
F: Construcción	TOTAL	Peligrosos	2018	..
F: Construcción	TOTAL	Peligrosos	2017	..
F: Construcción	TOTAL	Peligrosos	2016	..
F: Construcción	TOTAL	Peligrosos	2015	..
F: Construcción	TOTAL	Total	2019	35.043.804,9
F: Construcción	TOTAL	Total	2018	38.075.986,8
F: Construcción	TOTAL	Total	2017	35.347.115,0
F: Construcción	TOTAL	Total	2016	35.827.922,5
F: Construcción	TOTAL	Total	2015	36.046.487,4
G-U: Servicios	(01-03): Químicos	No peligrosos	2019	9.734,7
G-U: Servicios	(01-03): Químicos	No peligrosos	2018	8.387,7
G-U: Servicios	(01-03): Químicos	No peligrosos	2017	8.296,1
G-U: Servicios	(01-03): Químicos	No peligrosos	2016	11.077,2
G-U: Servicios	(01-03): Químicos	No peligrosos	2015	10.689,4
G-U: Servicios	(01-03): Químicos	Peligrosos	2019	174.827,9
G-U: Servicios	(01-03): Químicos	Peligrosos	2018	156.962,3
G-U: Servicios	(01-03): Químicos	Peligrosos	2017	154.202,3
G-U: Servicios	(01-03): Químicos	Peligrosos	2016	169.832,0
G-U: Servicios	(01-03): Químicos	Peligrosos	2015	164.611,7
G-U: Servicios	(01-03): Químicos	Total	2019	184.562,6
G-U: Servicios	(01-03): Químicos	Total	2018	165.350,0
G-U: Servicios	(01-03): Químicos	Total	2017	162.498,4
G-U: Servicios	(01-03): Químicos	Total	2016	180.909,2
G-U: Servicios	(01-03): Químicos	Total	2015	175.301,1
G-U: Servicios	(06): Metálicos	No peligrosos	2019	478.912,4
G-U: Servicios	(06): Metálicos	No peligrosos	2018	248.228,4
G-U: Servicios	(06): Metálicos	No peligrosos	2017	249.458,9
G-U: Servicios	(06): Metálicos	No peligrosos	2016	522.003,3
G-U: Servicios	(06): Metálicos	No peligrosos	2015	528.848,8
G-U: Servicios	(06): Metálicos	Peligrosos	2019	..
G-U: Servicios	(06): Metálicos	Peligrosos	2018	..
G-U: Servicios	(06): Metálicos	Peligrosos	2017	..
G-U: Servicios	(06): Metálicos	Peligrosos	2016	..
G-U: Servicios	(06): Metálicos	Peligrosos	2015	..
G-U: Servicios	(06): Metálicos	Total	2019	478.912,4
G-U: Servicios	(06): Metálicos	Total	2018	248.228,4
G-U: Servicios	(06): Metálicos	Total	2017	249.458,9
G-U: Servicios	(06): Metálicos	Total	2016	522.003,3
G-U: Servicios	(06): Metálicos	Total	2015	528.848,8
G-U: Servicios	(07.1): Vidrio	No peligrosos	2019	148.016,9
