"Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	31,1"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	28,0"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	25,2"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	40,2"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	35,9"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	27,6"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	23,3"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	25,7"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	30,1"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	37,3"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	30,6"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	33,9"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	29,7"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	19,3"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	27,0"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	21,1"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	28,1"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	20,1"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	20,7"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	11,0"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	21,9"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	22,3"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	25,5"
"Comunidades y Ciudades Autónomas	Melilla	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	18,3"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	14,4"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	14,0"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	15,4"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	12,9"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	10,2"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	15,2"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	12,0"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	13,8"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	14,8"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	13,6"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	14,6"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	12,1"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	8,9"
"Comunidades y Ciudades Autónomas	Aragón	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	12,1"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	14,5"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	13,8"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	14,6"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	15,4"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	16,6"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	16,5"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	14,3"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	14,0"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	13,6"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	13,7"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	12,6"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	12,1"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	13,9"
"Comunidades y Ciudades Autónomas	Madrid, Comunidad de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	14,3"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	21,6"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	20,2"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	25,1"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	26,1"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	26,9"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	26,7"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	23,8"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	24,0"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	27,2"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	26,4"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	21,9"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	24,8"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	20,1"
"Comunidades y Ciudades Autónomas	Castilla - La Mancha	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	23,1"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	19,7"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	21,4"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	19,5"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	13,2"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	12,3"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	12,2"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	15,7"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	14,5"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	13,6"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	11,8"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	10,7"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	8,6"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	9,9"
"Comunidades y Ciudades Autónomas	Asturias, Principado de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	10,4"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	26,0"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	20,4"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	25,9"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	25,0"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	25,9"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	26,4"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	27,9"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	32,4"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	24,5"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	25,3"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	24,8"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	27,0"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	27,7"
"Comunidades y Ciudades Autónomas	Murcia, Región de	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	21,6"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	13,8"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	15,7"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	12,6"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	12,6"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	13,3"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	12,6"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	13,5"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	14,4"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	14,7"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	15,2"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	14,7"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	15,1"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	14,8"
"Comunidades y Ciudades Autónomas	Cataluña	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	11,8"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	20,2"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	16,1"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	14,8"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	12,8"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	23,8"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	16,0"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	22,0"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	18,4"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	19,5"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	20,6"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	17,9"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	22,1"
"Comunidades y Ciudades Autónomas	Balears, Illes	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	18,7"
